"NKp44" "CD117" "CD127" "NKG2A" "CD16" "CRTH2" "CD45" "CD161" "CD56" "NCR2" "KIT" "IL7R" "KLRC1" "FCGR3A.B" "PTGDR2" "PTPRC" "KLRB1" "NCAM1" "All.Events.FSC.A.Mean" "All.Events.SSC.A.Mean"
"T86_P2_D5_ILC2" -43 153 719 -91 -68 1202 4766 7067 218 -3.32192809488736 -3.32192809488736 10.0186432029852 -3.32192809488736 -3.32192809488736 -3.32192809488736 5.74864464814132 10.8419475238477 -3.32192809488736 58814 11371
"T86_P2_D6_ILC2" -61 28 784 -54 -71 787 3376 8623 114 -3.32192809488736 -3.32192809488736 10.0379169168113 2.04889498569997 -3.32192809488736 -3.32192809488736 8.33512898003618 11.6741326430425 -1.05990888278059 66246 13001
"T86_P2_D7_ILC2" -9 120 1035 20 -34 583 3696 1339 100 -3.32192809488736 -3.32192809488736 9.98637539020177 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.1818132415266 -3.32192809488736 -0.270024367403852 58452 11696
"T86_P2_D8_ILC2" -41 321 952 -21 5 965 1541 7053 145 -3.32192809488736 -3.32192809488736 10.4833045670515 -3.32192809488736 -3.32192809488736 7.93833588744087 2.4140675881569 12.2570272000609 -3.32192809488736 61094 12589
"T86_P2_E1_ILC2" -73 17 674 -15 -9 1088 3829 6565 45 -3.32192809488736 -3.32192809488736 10.5546874322564 -3.32192809488736 -3.32192809488736 4.652805827507 8.88516043993189 11.7300538299576 -3.32192809488736 55729 11534
"T86_P2_E10_ILC2" -66 179 1008 -16 -85 824 5433 4047 226 -3.32192809488736 -3.32192809488736 9.16041530210517 -3.32192809488736 -3.32192809488736 -0.794227877692974 9.73161583174064 11.3505024030356 -3.32192809488736 66809 14151
"T86_P2_E11_ILC2" -21 41 932 6 -69 1065 4897 699 70 -3.32192809488736 -3.32192809488736 8.81760319720262 -3.32192809488736 -0.705312225434556 -3.32192809488736 9.1298251778755 0.823987365468775 -0.84639454398612 67623 13599
"T86_P2_E12_ILC2" -33 122 736 1 -37 533 5637 1690 148 -3.32192809488736 -3.32192809488736 8.84768169935868 -3.32192809488736 -3.32192809488736 -1.80757315664295 8.19589805503835 10.8368765365192 -2.35140193091834 64668 14896
"T86_P2_E2_ILC2" -45 292 1367 18 -21 806 7063 1301 108 -3.32192809488736 6.80908247957969 8.64335550705031 0.592247367917642 -3.32192809488736 7.80190518079458 9.28173787567965 9.42488670325665 -3.32192809488736 58121 13911
"T86_P2_E3_ILC2" -11 32 980 -33 -37 1630 7224 5234 113 -3.32192809488736 -3.32192809488736 8.74219010052745 -3.32192809488736 -3.32192809488736 9.25570862159776 9.8012857759641 11.0303504163992 -2.32971080791667 73927 12224
"T86_P2_E5_ILC2" 21 224 862 -4 -39 1301 3386 3217 165 -3.32192809488736 -3.32192809488736 9.7834771905314 -3.32192809488736 -3.32192809488736 6.7765662315099 8.74648755645519 10.7494471120019 -3.32192809488736 59076 13268
"T86_P2_E6_NK" 27 37 214 1796 -144 -158 5354 1397 14918 -3.32192809488736 -3.32192809488736 9.02358591586963 10.8554399198496 -3.32192809488736 -3.32192809488736 9.07073194120336 9.60221550197302 -3.32192809488736 79101 18045
"T86_P2_E7_NK" 47 57 81 1779 -280 -46 3660 332 6259 -3.32192809488736 -3.32192809488736 2.31855688739196 9.56338342699945 -3.32192809488736 -3.32192809488736 0.462472759467837 0.680958506108284 -3.32192809488736 66114 14236
"T86_P2_E8_ILC2" -59 73 1023 -12 -122 543 5246 5861 264 -3.32192809488736 -3.32192809488736 9.24696577454638 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.70529186048291 11.674466498523 -3.32192809488736 63043 12100
"T86_P2_F1_ILC2" -65 75 712 -42 -100 666 4362 7024 219 -3.32192809488736 -3.32192809488736 8.68237132561694 -3.32192809488736 -3.32192809488736 -0.886748643051336 5.67918346652098 10.5241888505301 -2.22491257274833 63688 11635
"T86_P2_F10_ILC2" -36 155 1005 -31 -47 911 3283 1425 101 -3.32192809488736 -3.32192809488736 8.47139905961955 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.67818247602014 6.59192970562383 -3.32192809488736 66650 14064
"T86_P2_F11_ILC2" 6 4 739 0 -57 656 4759 4097 202 -3.32192809488736 -3.32192809488736 10.682244113256 1.28824365204016 -3.32192809488736 8.31710095076097 8.78835362536705 11.4854565523545 -3.32192809488736 55101 9439
"T86_P2_F12_ILC2" -58 65 680 -35 -74 1065 6912 7406 425 -3.32192809488736 -3.32192809488736 8.15199266157536 -3.32192809488736 -3.32192809488736 4.93835432052011 10.0956978317347 11.9453054476432 -3.32192809488736 68900 12378
"T86_P2_F2_ILC2" -38 57 776 23 -53 624 8727 1360 67 -3.32192809488736 -3.32192809488736 9.71478585064514 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.0308160962536 9.44709200545558 -3.32192809488736 64313 13920
"T86_P2_F3_ILC2" -90 125 791 0 -27 1358 2543 6329 84 -3.32192809488736 -3.32192809488736 6.59286893732517 -3.32192809488736 -3.32192809488736 5.43892274482435 5.63079069462962 10.1852802949888 -3.32192809488736 56424 9442
"T86_P2_F5_ILC2" -98 207 870 -128 -159 524 5614 20866 600 -3.32192809488736 3.28800506780747 9.75771044401342 -3.32192809488736 -3.32192809488736 -1.28948075547286 8.97910272082531 12.1461038664576 -3.32192809488736 64378 13287
"T86_P2_F6_ILC2" -69 43 692 -34 -18 898 3467 4968 37 -3.32192809488736 -3.32192809488736 9.79131429103151 -3.32192809488736 -3.32192809488736 -1.46900471828859 7.30087428004251 11.3991599313831 -2.08923425961544 56585 9754
"T86_P2_F7_ILC2" 28 174 894 21 -36 1250 6357 1179 93 -3.32192809488736 5.70041898576801 8.66938441184537 -3.32192809488736 -3.32192809488736 7.96679612146525 8.56856060073602 8.04090776873196 -2.07094765051118 67736 14484
"T86_P2_F8_ILC2" -186 161 1217 -83 -69 693 6996 13195 220 -3.32192809488736 -3.32192809488736 9.694979594165 -3.32192809488736 -3.32192809488736 7.91571901981835 8.45742542094377 12.426080109572 -1.3518274120244 60554 14684
"T86_P2_F9_ILC2" -74 111 774 -125 -45 927 2369 14730 180 -3.32192809488736 -3.32192809488736 8.68472558594784 -3.32192809488736 -3.32192809488736 8.3902302273357 7.12573194958703 10.1657116867905 -3.32192809488736 71742 14438
"T86_P2_G1_ILC2" -1 72 958 19 -94 730 9806 935 180 -3.32192809488736 -3.32192809488736 9.41933890591507 -0.0209377005733105 -3.32192809488736 8.96972059982402 9.43618976271646 9.48303701017531 -2.24294569318657 66533 14622
"T86_P2_G10_ILC2" -28 -25 992 -30 -57 613 4589 1510 40 -3.32192809488736 -3.32192809488736 8.35551044616777 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.0986317488538 8.49570600031826 -3.32192809488736 67939 14053
"T86_P2_G12_ILC2" -26 61 1002 4 -66 834 6959 579 99 -3.32192809488736 -3.32192809488736 11.3525390763672 -0.241126112040094 -3.32192809488736 -1.51489216920429 9.05777338326794 1.7699787328142 -2.125566819555 69954 17409
"T86_P2_G3_ILC2" -96 83 797 -69 -9 503 6083 13880 187 -3.32192809488736 1.32373990515784 9.58414517534609 -3.32192809488736 -3.32192809488736 -3.32192809488736 11.5315067249415 13.0340885734477 -3.32192809488736 62346 9896
"T86_P2_G5_ILC2" -33 36 1020 -65 -108 695 3880 7022 287 -3.32192809488736 -3.32192809488736 9.48304450776552 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.04306713737014 12.2900077164888 -3.32192809488736 58548 14408
"T86_P2_G6_ILC2" -135 133 821 -22 -62 504 5768 9068 227 -3.32192809488736 4.692659145578 10.85687623019 0.0601573102948935 -3.32192809488736 -3.32192809488736 6.5812575358365 11.5495041416033 -1.86816063821589 57546 10795
"T86_P2_G7_ILC2" -9 13 668 -59 -30 1874 3896 5428 56 -3.32192809488736 -3.32192809488736 8.64671663422421 0.174371685071926 -3.32192809488736 8.39865287913017 7.81284477258719 11.6492511851595 -3.32192809488736 61864 11960
"T86_P2_G8_ILC2" -17 25 891 -8 -35 869 6930 723 87 -3.32192809488736 -3.32192809488736 6.95999770424697 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.57958266167991 0.964961274420956 -3.32192809488736 67401 12805
"T86_P2_G9_NK" 98 -26 82 3493 -179 -162 5836 1291 15565 -3.32192809488736 -3.32192809488736 8.34569145375104 9.40037829362225 6.71665262045164 1.23783899301361 8.56544212438254 4.10388399441182 7.39743450410672 83099 18264
"T86_P2_H10_ILC2" -48 45 1428 -55 -62 2419 3846 3520 91 -3.32192809488736 -3.32192809488736 8.66670916098984 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.60395231670391 7.80964829587881 -3.32192809488736 55746 10392
"T86_P2_H11_ILC2" -88 238 1180 -78 -31 963 3188 12359 135 -3.32192809488736 3.90236637125844 9.90480809622292 -3.32192809488736 -3.32192809488736 7.11572779349622 7.98780401680204 12.0169321087977 -3.32192809488736 64392 13904
"T86_P2_H12_ILC2" -5 209 1296 -22 22 1150 5518 2012 73 -3.32192809488736 -3.32192809488736 8.00844289809768 -3.32192809488736 -3.32192809488736 6.34331179017857 10.6966072677084 10.3808145591333 -3.32192809488736 61116 17612
"T86_P2_H2_ILC2" -15 8 697 -13 -47 627 4999 2639 67 -3.32192809488736 -3.32192809488736 9.02927748436742 -3.32192809488736 -3.32192809488736 6.63207283347756 10.3493762080875 11.5772574983602 -3.32192809488736 58076 8509
"T86_P2_H5_ILC2" -9 27 1078 -17 -75 869 7214 946 102 -3.32192809488736 -3.32192809488736 9.41281485028618 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.62976341406365 7.93131520401215 -3.32192809488736 52078 19105
"T86_P2_H8_ILC2" 0 16 685 -39 -101 2064 4149 6624 296 -3.32192809488736 -3.32192809488736 9.8132878127471 -3.32192809488736 -3.32192809488736 -1.0155491489811 8.51931826341653 11.1566381626429 -3.32192809488736 64739 10670
"T86_P2_H9_ILC2" -24 1 1020 -1 -22 1052 4368 3754 69 -3.32192809488736 -3.32192809488736 9.94188217015376 1.99318515613406 -3.32192809488736 0.485533314950169 9.43187530385793 10.0741000654162 -3.32192809488736 66636 12860
"T86_P3_A1_ILC1" -17 9 994 -34 -41 -132 5798 76 42 -3.32192809488736 -3.32192809488736 10.5675246790353 -3.32192809488736 -3.32192809488736 -3.32192809488736 7.16860709121506 2.34422066873671 -3.32192809488736 55369 15597
"T86_P3_A11_ILC1" -21 9 1323 29 -41 -4 5202 1178 147 -3.32192809488736 -3.32192809488736 9.47351731370591 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.80212156431604 1.22920871476079 -3.32192809488736 68031 11883
"T86_P3_A12_ILC1" -23 17 1402 -24 -48 139 2446 -38 133 -3.32192809488736 -3.32192809488736 11.1186140513875 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.8556209123902 1.79890531567169 -3.32192809488736 65819 14066
"T86_P3_A3_ILC1" -3 -7 1117 -18 -87 110 5257 -140 101 -3.32192809488736 -3.32192809488736 11.6154189534856 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.923287453204 -3.32192809488736 -3.32192809488736 68796 13411
"T86_P3_A5_ILC1" -29 31 688 -14 -22 20 4549 2621 34 -3.32192809488736 -3.32192809488736 9.72151454743222 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.1288172879192 11.306521797286 -3.32192809488736 69305 13737
"T86_P3_A8_ILC1" 1 -5 1093 2 -108 -69 8598 43 96 -3.32192809488736 -3.32192809488736 9.81803697910135 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.09203818029921 1.44245621048031 -3.32192809488736 72019 15637
"T86_P3_A9_ILC1" 11 -11 923 5 -82 -65 6537 276 138 -3.32192809488736 -3.32192809488736 8.81261717802238 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.95173185041279 -3.32192809488736 -3.32192809488736 73085 12544
"T86_P3_B1_ILC1" -22 21 679 -23 -59 5 4303 424 77 -3.32192809488736 -3.32192809488736 11.1032150667271 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.87901967855735 1.23159580107197 -3.32192809488736 71360 15614
"T86_P3_B12_ILC1" -27 6 1063 15 -15 -91 5772 465 52 -3.32192809488736 -3.32192809488736 7.0902208802487 -1.05615778392078 -3.32192809488736 -3.32192809488736 9.51697739369961 9.61167350365682 -3.32192809488736 72084 13848
"T86_P3_B3_ILC1" 14 -21 1037 -11 9 -20 6146 237 8 -3.32192809488736 -3.32192809488736 8.74291904069577 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.76497129101169 0.147210311312834 -3.32192809488736 68633 14053
"T86_P3_B4_NK" -3 -13 136 1543 -117 156 3454 895 7741 -3.32192809488736 -3.32192809488736 6.41169019251528 9.47046183536952 -3.32192809488736 -3.32192809488736 9.84915228862672 10.2967588421155 6.65522710864743 72418 17988
"T86_P3_B6_ILC1" -30 33 1154 -2 -12 -17 6750 391 -7 -3.32192809488736 -3.32192809488736 9.5869272792662 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.65612188122609 -3.32192809488736 -1.99115631669736 63852 18941
"T86_P3_B7_ILC1" -29 13 729 -4 -69 -16 8090 270 69 -3.32192809488736 -3.32192809488736 9.00550104706793 -0.382475175075885 -3.32192809488736 -3.32192809488736 8.63200401605761 0.817638873583684 -0.886017671778494 78299 15461
"T86_P3_B8_ILC1" -33 -4 832 -17 -37 -85 7332 747 126 -3.32192809488736 -3.32192809488736 2.14008866453354 -3.32192809488736 -3.32192809488736 -3.32192809488736 7.53954106534094 1.89953901115875 -3.32192809488736 62807 10497
"T86_P3_B9_NK" 6 171 195 1245 -4 2 4476 1970 10709 -3.32192809488736 -3.32192809488736 9.66628150727016 9.29783800731684 5.82773653870776 -3.32192809488736 6.99590753131461 9.9014994006293 7.40457389139757 80374 19113
"T86_P3_C1_ILC1" -9 -5 925 -20 -29 -62 8456 -155 93 -3.32192809488736 -3.32192809488736 8.29153432467829 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.4582761515722 -3.32192809488736 -3.32192809488736 68416 11291
"T86_P3_C10_ILC1" 6 45 742 -84 -72 215 6158 13894 240 -3.32192809488736 -3.32192809488736 9.25630375455819 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.2916761996591 12.8846119580726 -3.32192809488736 60388 12156
"T86_P3_C11_ILC1" -48 31 1375 -8 9 73 4808 1139 -24 -3.32192809488736 -3.32192809488736 8.35157251475688 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.8594052927746 10.2173873564024 -3.32192809488736 66804 15617
"T86_P3_C12_ILC1" -3 -3 694 3 -27 129 4760 465 62 -3.32192809488736 -3.32192809488736 7.17760574695455 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.34644391237152 -0.456936633174612 -3.32192809488736 62917 13782
"T86_P3_C2_ILC1" -30 15 749 -22 -15 44 6891 311 18 -3.32192809488736 -3.32192809488736 7.57467828214669 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.87950600494179 3.22667528405454 -3.32192809488736 68822 13693
"T86_P3_C4_ILC1" -27 9 1217 -14 8 11 7497 234 -14 -3.32192809488736 -3.32192809488736 9.7800899445182 0.257231308881389 -3.32192809488736 -3.32192809488736 9.79643878387343 1.48668224654421 -3.32192809488736 68405 14718
"T86_P3_C5_ILC1" -12 -27 1487 -10 2 16 4046 665 72 -3.32192809488736 -3.32192809488736 10.3434434580687 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.7732173510573 -3.32192809488736 -3.32192809488736 68524 13954
"T86_P3_C6_ILC1" -5 -10 733 10 -48 63 4057 354 85 -3.32192809488736 -3.32192809488736 8.91115510190978 0.0466792299983015 -1.3682673096199 -3.32192809488736 10.1904458008613 -3.32192809488736 -3.32192809488736 58232 16890
"T86_P3_C7_ILC1" -52 29 813 -46 -11 62 6547 815 -27 -3.32192809488736 -3.32192809488736 6.14837644063141 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.9003877285423 8.60424765970733 -0.460053440982289 74442 12873
"T86_P3_C8_ILC1" -18 12 927 -18 -9 47 5611 792 62 -3.32192809488736 -3.32192809488736 9.20160374647079 -3.32192809488736 -3.32192809488736 -3.32192809488736 6.01756651658796 9.07993510123465 -3.32192809488736 59082 9618
"T86_P3_C9_ILC1" -82 -20 660 -19 39 -47 5588 -27 -154 -3.32192809488736 -3.32192809488736 6.51386514217874 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.76976897206066 -3.32192809488736 -0.217334387353149 65381 11143
"T86_P3_D1_ILC1" 2 1 1256 21 -105 -2 9063 483 153 -3.32192809488736 -3.32192809488736 10.5457983195863 1.50041335311239 -3.32192809488736 -3.32192809488736 9.85502857822024 -3.32192809488736 -3.32192809488736 65828 17759
"T86_P3_D10_ILC1" 3 -21 799 -1 -20 57 6096 308 63 -3.32192809488736 -3.32192809488736 7.3362674756985 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.86072184057988 -3.32192809488736 -3.32192809488736 71367 15646
"T86_P3_D11_NK" 79 -22 -4 1939 199 196 9153 612 7269 -3.32192809488736 -3.32192809488736 1.42598339879399 5.63030630300509 8.35410012805122 -3.32192809488736 10.9844930916437 -3.32192809488736 7.89409129410557 84625 26922
"T86_P3_D12_ILC1" -55 30 758 9 -48 -100 7704 360 28 -3.32192809488736 -3.32192809488736 7.39598964550876 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.54930808988976 -3.32192809488736 -3.32192809488736 60168 11975
"T86_P3_D2_NK" -20 -7 11 1029 154 47 1434 471 6502 -3.32192809488736 -3.32192809488736 2.7339089220588 9.89378129697458 8.05091041397388 -3.32192809488736 8.24923302117358 8.20061912061926 8.98828582109356 65943 16722
"T86_P3_D3_ILC1" -14 10 698 6 -4 -59 7877 549 19 -3.32192809488736 -3.32192809488736 5.92351058288914 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.1826172849324 7.40232181854406 -0.86910776378206 69176 9684
"T86_P3_D5_ILC1" -6 17 1378 10 -23 2 6007 -283 40 -3.32192809488736 -3.32192809488736 9.61554256976036 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.62371991626749 -3.32192809488736 2.26970133311549 67605 15386
"T86_P3_D6_ILC1" -20 16 748 -2 -22 68 9077 348 12 -3.32192809488736 -3.32192809488736 9.42134095542263 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.28062329805112 -3.32192809488736 -3.32192809488736 68911 14202
"T86_P3_D7_ILC1" -24 15 825 14 -61 -35 8925 691 21 -3.32192809488736 -3.32192809488736 11.1612237382425 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.0281690272892 10.1396380003503 0.128252090113011 66397 10971
"T86_P3_D8_ILC1" -9 2 1316 8 -32 -14 4693 21 64 -3.32192809488736 -3.32192809488736 9.38362699594757 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.64793499636912 -3.32192809488736 -3.32192809488736 63984 11833
"T86_P3_E10_ILC1" 15 20 2349 -17 -22 13 6251 144 55 -3.32192809488736 -3.32192809488736 9.984023597087 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.25482304580983 -3.32192809488736 -3.32192809488736 78791 15170
"T86_P3_E11_ILC1" -4 28 690 3 -37 -31 6793 156 49 -3.32192809488736 -3.32192809488736 8.96829637321677 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.7446427817092 -3.32192809488736 -1.73869708855707 78473 14596
"T86_P3_E12_ILC1" -12 -4 891 -27 -10 -92 7509 336 -43 -3.32192809488736 -3.32192809488736 8.00377174994867 0.0865395842945095 -3.32192809488736 -3.32192809488736 8.19501034317878 0.390351047063256 -1.91414773485118 69240 15992
"T86_P3_E2_ILC1" -20 18 900 10 -59 38 7642 101 -14 -3.32192809488736 -3.32192809488736 7.9740148133191 1.91721080027581 -3.32192809488736 -3.32192809488736 9.96875751098101 -3.32192809488736 -3.32192809488736 62181 22674
"T86_P3_E3_ILC1" -45 15 1152 24 -66 29 3326 262 41 -3.32192809488736 -3.32192809488736 11.4973055128922 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.65450106727145 0.7718568982471 -1.64607929644851 79982 15799
"T86_P3_E5_ILC1" -29 30 677 -5 -32 -49 3367 1940 -3 -3.32192809488736 -3.32192809488736 11.3050718318079 0.380199226328557 -3.32192809488736 -3.32192809488736 10.4991172473203 10.3491768535816 -1.67157714408806 70965 14918
"T86_P3_E6_NK" 94 -8 141 2306 152 7 8046 709 10937 -3.32192809488736 -3.32192809488736 8.75485045670226 9.56116201599252 8.07678670044004 -3.32192809488736 9.49960589289606 -3.32192809488736 -3.32192809488736 77435 21097
"T86_P3_E7_NK" 358 57 121 1847 -288 -91 4601 1400 9722 -3.32192809488736 -3.32192809488736 4.30239540900705 8.56641919580814 -3.32192809488736 -3.32192809488736 9.03954784417986 9.39198506559566 7.57932060271642 82593 22611
"T86_P3_E8_ILC1" 12 -4 698 -9 15 -77 7271 -160 13 -3.32192809488736 -3.32192809488736 2.97278783558268 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.52209874226578 -3.32192809488736 -3.32192809488736 66924 10546
"T86_P3_E9_ILC1" -4 -10 1068 -10 -45 -11 5694 305 103 -3.32192809488736 -3.32192809488736 10.4965347437615 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.3915760597624 -3.32192809488736 -3.32192809488736 67031 9422
"T86_P3_F1_ILC1" -19 29 865 -15 9 -10 9216 222 -18 -3.32192809488736 -3.32192809488736 9.52772018603326 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.45080408227155 0.139275074230935 -2.07862821050646 75416 11263
"T86_P3_F11_ILC1" -6 2 817 -3 4 51 4682 554 -23 -3.32192809488736 -3.32192809488736 8.8860100158132 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.6439449774744 8.74264507547428 -3.32192809488736 67318 12752
"T86_P3_F12_ILC1" -9 -7 795 -20 16 -130 3864 374 -45 -3.32192809488736 -3.32192809488736 9.7924990601682 -3.32192809488736 -3.32192809488736 -3.32192809488736 7.56722314686443 8.92446408427874 -3.32192809488736 65513 10663
"T86_P3_F3_ILC1" 14 -4 852 6 -34 -32 9923 -128 63 -3.32192809488736 -3.32192809488736 11.0895181567303 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.96154853999901 -3.32192809488736 -3.32192809488736 59348 10739
"T86_P3_F4_ILC1" -9 -6 960 -9 -63 -104 8192 219 92 -3.32192809488736 -3.32192809488736 10.0524119201613 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.22741319193609 0.85215419159343 -3.32192809488736 69142 11867
"T86_P3_F5_ILC1" -27 14 1003 -1 -60 3 4698 171 117 -3.32192809488736 -3.32192809488736 6.7332667406572 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.3062431726958 1.53466053361398 -3.32192809488736 68579 12971
"T86_P3_F6_ILC1" -47 5 1101 -14 -32 57 6535 4556 962 -3.32192809488736 -3.32192809488736 11.5518200679848 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.15810922895878 11.2696618953028 -3.32192809488736 63280 16175
"T86_P3_F7_ILC1" -43 23 1145 -31 -16 -51 6562 1942 118 -3.32192809488736 -3.32192809488736 4.51947153151163 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.32197062953804 11.0430229428468 -3.32192809488736 61448 7952
"T86_P3_F8_ILC1" -55 -31 1414 -27 -75 -88 9385 10 2 -3.32192809488736 -3.32192809488736 10.6707851901202 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.77504949487025 9.6439060760588 -3.32192809488736 70413 16722
"T86_P3_G1_ILC1" -10 10 922 1 -27 20 5336 163 48 -3.32192809488736 -3.32192809488736 10.2050321293716 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.5707220063482 -3.32192809488736 -2.19589765046666 73727 14093
"T86_P3_G10_ILC1" -7 8 1044 1 -36 51 7819 306 65 -3.32192809488736 -3.32192809488736 10.6127965338308 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.3347892187417 -3.32192809488736 -3.32192809488736 60112 18586
"T86_P3_G12_ILC1" -3 18 687 -15 -39 39 5513 539 42 -3.32192809488736 -3.32192809488736 8.37515987275666 9.74020975461439 4.7605789050352 -3.32192809488736 10.1668886734427 -3.32192809488736 -0.799448227773531 51642 11482
"T86_P3_G3_ILC1" -13 7 734 21 -36 -1 4632 -24 42 -3.32192809488736 -3.32192809488736 9.35935460281017 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.36064996098382 0.441147178292804 -3.32192809488736 72133 12910
"T86_P3_G5_ILC1" -7 16 761 -44 -10 39 5790 1756 -38 -3.32192809488736 -3.32192809488736 10.5891277297356 0.0253776796287496 -3.32192809488736 -3.32192809488736 9.64167765009603 3.55272025733499 -1.94965176866117 63948 11558
"T86_P3_G6_ILC1" -15 26 854 13 -33 14 6644 702 36 -3.32192809488736 -3.32192809488736 9.42408689170229 2.16450122656745 -3.32192809488736 -3.32192809488736 9.38940020354949 8.90927111520842 -3.32192809488736 69357 14549
"T86_P3_G7_ILC1" -21 9 1005 -36 -16 -34 4781 537 -29 -3.32192809488736 -3.32192809488736 11.1554468715 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.94682084307047 -3.32192809488736 -3.32192809488736 70496 13675
"T86_P3_G8_ILC1" -27 13 774 2 3 -140 8593 155 27 -3.32192809488736 -3.32192809488736 8.70485731223171 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.12795464629919 1.63739220011786 -3.32192809488736 56686 14771
"T86_P3_G9_NK" 32 -26 -14 3059 225 196 5465 599 6213 -3.32192809488736 -3.32192809488736 4.84047270285281 11.4445950543798 -3.32192809488736 -3.32192809488736 10.4142133025424 9.78938677159569 7.77350187546599 74132 16165
"T86_P3_H10_ILC1" -19 8 1243 24 -33 108 6260 68 54 -3.32192809488736 -3.32192809488736 10.6036259118995 -3.32192809488736 -3.32192809488736 -3.32192809488736 10.2340868042673 -3.32192809488736 -3.32192809488736 75106 19396
"T86_P3_H11_ILC1" -18 17 1082 39 -24 98 3688 302 112 -3.32192809488736 -3.32192809488736 10.7306035589923 -3.32192809488736 3.7243005303787 -3.32192809488736 9.97208548667518 9.84100015403309 5.62020613386695 60188 12816
"T86_P3_H12_ILC1" -7 -9 1407 7 -35 -67 7748 360 114 -3.32192809488736 -3.32192809488736 11.3210800865946 0.373181456515486 -3.32192809488736 -3.32192809488736 10.1493337875428 8.4834193497641 -3.32192809488736 67380 14159
"T86_P3_H3_ILC1" -13 -3 1520 -39 -19 119 4378 1446 -6 -3.32192809488736 -3.32192809488736 9.18576688031956 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.89505575912523 8.86131040288143 -3.32192809488736 78065 19866
"T86_P3_H4_ILC1" -25 6 931 9 -2 78 4236 319 61 -3.32192809488736 -3.32192809488736 10.3012731081937 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.75878229469206 8.42743258360018 -3.32192809488736 60334 11010
"T86_P3_H5_ILC1" 5 1 982 -14 -16 -37 5966 283 12 -3.32192809488736 -3.32192809488736 11.3385630201502 -3.32192809488736 -3.32192809488736 -3.32192809488736 9.68603897431816 -3.32192809488736 -1.6929502651275 60792 12029
"T86_P3_H8_ILC1" -2 14 1355 2 -59 78 6467 241 80 -3.32192809488736 -3.32192809488736 8.37985233114006 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.2012903752764 -3.32192809488736 -3.32192809488736 63168 10306
"T86_P3_H9_ILC1" 2 12 714 1 -46 141 7027 -63 109 -3.32192809488736 -3.32192809488736 8.48947418066094 -3.32192809488736 -3.32192809488736 -3.32192809488736 8.51605562404957 -3.32192809488736 -3.32192809488736 68403 11860
